id,speed_origin,speed
G181261003000810_2.0,54.7,50
G181261003001010_2.0,37.9,37.9
G004061002001110_4.0,47.1,47.1
G351161001000310_14.0,27.8,27.8
G351161001000410_14.0,39.2,39.2
S002861001000310_2.0,35.8,35.8
S002861001000410_2.0,178.9,50
S001461001000210_11.0,219.9,50
G065W61002000610_11.0,46.9,46.9
G006961001002020_12.0,43.8,43.8
S003061001000110_14.0,29.9,29.9
S002761001000110_2.0,3.9,3.9
S101561001000320_2.0,39.6,39.6
S101561001000220_2.0,268,50
S101561001000120_2.0,30.6,30.6
G006561006000110_24.0,41.8,41.8
G006561006000110_22.0,42.3,42.3
G221161002000310_24.0,46.5,46.5
G221161002000510_24.0,42.5,42.5
G221161002000610_24.0,40.2,40.2
G221161002000520_24.0,47.2,47.2
G221161002000320_24.0,41.4,41.4
G221161002000220_24.0,45.8,45.8
G006561006000610_13.0,41.6,41.6
G006561006000710_13.0,10.4,10.4
G006561006000420_13.0,37.7,37.7
G006561006000220_13.0,35.5,35.5
G006561006000120_13.0,53.1,50
G000561004000520_2.0,24,24
G000561004000320_2.0,40.5,40.5
G181261001000420_2.0,257.9,50
G181261001000320_2.0,49.2,49.2
G181261001000310_2.0,36.6,36.6
G181261001000410_2.0,47.7,47.7
G181261001000510_2.0,425.1,50
S003261001000410_12.0,45.1,45.1
S003261001000520_12.0,44.2,44.2
S003261001000320_12.0,45.9,45.9
G002061001000520_12.0,38.1,38.1
G002061001000220_12.0,42.6,42.6
G002061001000310_12.0,32.3,32.3
G002061001000410_12.0,27.2,27.2
G002061001000510_12.0,34.5,34.5
G030N61001001520_2.0,51.3,50
G002261001000310_3.0,48.3,48.3
G002061002000210_14.0,44.4,44.4
G002061002000310_14.0,276,50
G002061002000410_14.0,32.6,32.6
S001561001000210_14.0,37,37
G002061002000610_14.0,40.2,40.2
G002061003000610_13.0,48,48
S002161001000110_13.0,35.7,35.7
S002161001000210_13.0,37.2,37.2
S002161001000310_13.0,38.1,38.1
S002161001000410_13.0,35.4,35.4
S002161001000510_13.0,40.7,40.7
G002061002000620_13.0,46.8,46.8
G002061002000520_13.0,43.9,43.9
G002061002000610_13.0,36.2,36.2
S002861001000310_4.0,35.5,35.5
G065E61006000520_13.0,46.4,46.4
G065E61006000420_13.0,41.7,41.7
G065E61006000320_13.0,42.4,42.4
G221161001000620_13.0,42.9,42.9
G221161001000520_13.0,44.9,44.9
G065E61004000820_13.0,24.7,24.7
G065E61004000720_13.0,37.5,37.5
G351161002001110_4.0,29.1,29.1
G065E61002000720_3.0,31.8,31.8
G701161002000520_2.0,50.9,50
G701161002000420_2.0,48.3,48.3
G701161002000320_2.0,49.2,49.2
G006561011000120_2.0,42.3,42.3
G006561009000920_2.0,42.7,42.7
G008561001000620_4.0,51.3,50
G008561001000520_4.0,52.9,50
G008561001000420_4.0,60.6,50
G008561001000320_4.0,46.8,46.8
G000561005000420_3.0,54.1,50
G000561005000320_3.0,53.3,50
G701161002001220_4.0,45.5,45.5
G701161002001120_4.0,50.7,50
G701161002001020_4.0,51.2,50
G221161002000610_23.0,38.1,38.1
G006561005000520_13.0,40.4,40.4
G351161001000410_13.0,35.7,35.7
G006961002000220_2.0,26.6,26.6
G006961002000120_2.0,45.9,45.9
G006961002000310_2.0,45.4,45.4
G006961002000210_2.0,303.4,50
G006561013000620_3.0,45.2,45.2
G006561013000520_3.0,48,48
G006561013000710_3.0,40.4,40.4
G701161001001010_22.0,28.1,28.1
G006561014000110_22.0,76.2,50
G701161001001310_22.0,32.1,32.1
G006561014000120_22.0,39.2,39.2
G701161001001020_22.0,28.9,28.9
G701161001003220_22.0,43.5,43.5
G701161001000820_22.0,37.8,37.8
G701161001000720_22.0,38.4,38.4
G701161001000620_22.0,43,43
G701161001000520_22.0,38.2,38.2
G701161001000420_22.0,40.3,40.3
G701161001000410_22.0,13.9,13.9
G701161001000510_22.0,39.3,39.3
G701161001000610_22.0,39.2,39.2
G701161001000810_22.0,30.6,30.6
G701161001000910_22.0,39.5,39.5
G006561013000110_22.0,34.7,34.7
G006561013000210_22.0,39.8,39.8
G006561013000310_22.0,36.2,36.2
G006561013000220_22.0,41.6,41.6
G006561013000120_22.0,41.7,41.7
G701161001000320_22.0,34.8,34.8
G701161001001420_22.0,41.8,41.8
G701161001001320_22.0,42.9,42.9
G701161001001410_22.0,43.3,43.3
G701161001001510_22.0,42.2,42.2
G701161001000910_21.0,41.1,41.1
G003061003000910_22.0,41.2,41.2
G003061003001010_22.0,45.1,45.1
G003061003001110_22.0,45.5,45.5
G003061003001210_22.0,45.3,45.3
G003061003001310_22.0,45.6,45.6
G003061003001610_22.0,45.2,45.2
G003061003001710_22.0,42.2,42.2
G003061006000110_22.0,46.5,46.5
G003061006000210_22.0,44.9,44.9
G003061006000410_22.0,36.9,36.9
G003061006000610_22.0,35.2,35.2
G006561006000210_15.0,29.3,29.3
G003061001000920_22.0,47.5,47.5
G065E61002000120_22.0,41.1,41.1
G065E61005000720_22.0,47.3,47.3
G065E61005000620_22.0,25.6,25.6
G065E61005000520_22.0,60.5,50
G065E61005000420_22.0,30.2,30.2
G351161002000720_22.0,43.3,43.3
G221161001001010_15.0,37,37
G221161002000110_15.0,21.8,21.8
G221161002000210_15.0,40.9,40.9
G221161002000310_15.0,43.8,43.8
G221161002000510_15.0,39.6,39.6
G221161002000610_15.0,37.8,37.8
G003061001000210_16.0,40.7,40.7
G006561008000110_15.0,27.4,27.4
S003061001000210_14.0,42.7,42.7
S003061001000310_14.0,43.2,43.2
S003061001000510_14.0,38.7,38.7
G701161002000820_2.0,48.6,48.6
G006561001000420_14.0,43.4,43.4
G003061006000710_2.0,50.5,50
S002861001000320_2.0,167.9,50
G008561004000320_2.0,16.2,16.2
G003061003001420_22.0,78.9,50
G003061006000310_22.0,44.3,44.3
G003061006000510_22.0,48.2,48.2
G003061006000810_22.0,39.4,39.4
S002861001000310_22.0,31.6,31.6
S002861001000410_22.0,166.5,50
S002861001000320_22.0,144.6,50
G008561004000320_22.0,14.1,14.1
G003061005000110_22.0,38.6,38.6
G003061005000210_22.0,24.9,24.9
G008561003000320_2.0,23.4,23.4
G008561003000220_2.0,45.5,45.5
G008561003000120_2.0,43.6,43.6
G008561004000420_2.0,44.6,44.6
G003061007000210_2.0,43.4,43.4
S002861001000310_21.0,35.7,35.7
S002861001000410_21.0,184,50
S001561001000120_15.0,69,50
G221161001000520_15.0,43,43
G221161001000420_15.0,42.7,42.7
G002261001001010_15.0,26.8,26.8
G002261001001110_15.0,31.9,31.9
G065E61004000820_15.0,21.2,21.2
G065E61004000620_15.0,37.5,37.5
G065E61005000620_15.0,16,16
G221161002000610_4.0,40.6,40.6
S002161001000420_4.0,46.7,46.7
S002161001000320_4.0,44.9,44.9
S101561001000320_22.0,39.4,39.4
S101561001000220_22.0,229.8,50
G002261001000720_2.0,49.6,49.6
G002261001000620_2.0,51.4,50
G002261001000520_2.0,51.9,50
G002261001002420_2.0,51.7,50
G002261001000420_2.0,49.9,49.9
G002261001000510_2.0,48.9,48.9
G221161002000220_13.0,42.6,42.6
G421361001000520_14.0,38.4,38.4
G421361001000420_14.0,38.3,38.3
G007061006001610_13.0,35.2,35.2
G007061001000310_2.0,42.6,42.6
G003061005000120_4.0,31.2,31.2
G003061004000120_4.0,46.4,46.4
G701161001000810_2.0,43,43
G701161001000720_2.0,44.1,44.1
G351161003000510_4.0,20.4,20.4
G351161003000610_4.0,125.6,50
G351161003000710_4.0,18,18
G006561006000810_13.0,40.3,40.3
G006561006000910_13.0,39.6,39.6
G006561007000110_13.0,39.1,39.1
G006561007000410_13.0,37.2,37.2
G002061001000520_3.0,41.4,41.4
G181261001000310_21.0,35.7,35.7
G181261001000410_21.0,41.1,41.1
G181261001000510_21.0,396.9,50
G181261001000610_21.0,56.1,50
G181261003000310_21.0,44.2,44.2
G181261003000710_21.0,47.9,47.9
G181261003000810_21.0,51.1,50
G181261003000910_21.0,49.6,49.6
G065E61001000210_21.0,38.1,38.1
G181261003001020_21.0,24.4,24.4
G181261001000620_21.0,44.1,44.1
G181261001000520_21.0,38.4,38.4
G181261001000420_21.0,222,50
G181261001000320_21.0,43.5,43.5
G181261001000210_21.0,21.5,21.5
S002161001000310_23.0,40.9,40.9
S002161001000410_23.0,42,42
S002161001000510_23.0,41.4,41.4
S002161001000420_24.0,43.9,43.9
S002161001000320_24.0,43.1,43.1
S002161001000220_24.0,43.7,43.7
G221161001000620_3.0,49.2,49.2
G221161001000520_3.0,51.5,50
G065E61004000820_3.0,26.5,26.5
G065E61004000720_3.0,45.1,45.1
G065E61004000620_3.0,49.3,49.3
G065E61004000520_3.0,43.4,43.4
G002061003000620_13.0,26.6,26.6
G002061003000520_13.0,46.2,46.2
G002061003000420_13.0,44.5,44.5
G002061003000320_13.0,47.2,47.2
G002061003000220_13.0,39.5,39.5
G002061003000120_13.0,43.2,43.2
S001561001000120_13.0,39.6,39.6
S002761001000210_2.0,49.6,49.6
S002761001000310_2.0,383.3,50
S002761001000510_2.0,27.9,27.9
S002761001000320_2.0,32.2,32.2
S002761001000220_2.0,193.7,50
S002761001000120_2.0,8.6,8.6
G004061001000410_4.0,48.9,48.9
G004061002000920_2.0,53.9,50
G004061002000720_2.0,29.1,29.1
G002261001000920_3.0,44.4,44.4
G002261001000810_2.0,46,46
G065E61006000120_3.0,23.7,23.7
S001461001000110_4.0,13.3,13.3
S001461001000210_4.0,247.6,50
G006561001000220_14.0,44,44
G003061006000710_21.0,47.1,47.1
G007061006001420_2.0,49.8,49.8
G007061006001510_2.0,46.4,46.4
G002061002000110_3.0,38.9,38.9
G000561002000420_22.0,46.4,46.4
G000561002000320_22.0,45.7,45.7
G000561002000220_22.0,44.6,44.6
G065E61004000220_4.0,45.7,45.7
G065E61004000120_4.0,47.1,47.1
G065E61001000920_4.0,24.1,24.1
G065E61001000820_4.0,47.2,47.2
G221161001000620_12.0,44.4,44.4
G221161001000520_12.0,46.7,46.7
G065E61005000720_4.0,52.2,50
G065E61005000620_4.0,25.1,25.1
G065E61005000520_4.0,70.6,50
G065E61003000110_2.0,15.6,15.6
G065E61003000210_2.0,48.6,48.6
G065E61003000310_2.0,44.1,44.1
G008561001000120_1.0,55.4,50
G181261003000120_2.0,51,50
G701161001000820_4.0,47.3,47.3
G701161001000720_4.0,45.7,45.7
G701161001000520_4.0,45.2,45.2
G701161001000420_4.0,47.9,47.9
G691161001000510_3.0,56.6,50
G006561011000320_4.0,43.6,43.6
G300161001001310_3.0,49,49
G300161001001510_3.0,49.9,49.9
G701161001000620_4.0,53,50
G701161001000610_4.0,44.7,44.7
G701161001000810_4.0,42.2,42.2
G701161001000910_4.0,45.5,45.5
G701161001003210_4.0,116.5,50
G701161001001010_4.0,31.3,31.3
G004061001000320_4.0,48.6,48.6
G008561001000410_4.0,53,50
G008561001000510_4.0,53.4,50
G008561001000610_4.0,48.4,48.4
G008561001000710_4.0,52.2,50
G002061002000110_4.0,44.3,44.3
G002061002000210_4.0,46.4,46.4
G065E61001000720_4.0,50.5,50
G065E61001000620_4.0,53.1,50
G065E61001000520_4.0,52.5,50
G221161001000320_3.0,46.4,46.4
G221161001000410_3.0,44.6,44.6
G691161001000220_3.0,32.1,32.1
G351161003000510_3.0,25.8,25.8
G065W61002000110_3.0,27.3,27.3
G006561001000510_4.0,54,50
S003061001000610_4.0,51.3,50
S003061001000710_4.0,48.7,48.7
G006561013000220_4.0,48.2,48.2
G006561013000120_4.0,46.7,46.7
S003061001000210_4.0,47.3,47.3
G006561002000220_2.0,50.2,50
G006561002000120_2.0,53.4,50
S002861001000310_3.0,34.9,34.9
S002861001000410_3.0,174.2,50
G006561002000520_2.0,52.6,50
G006561002000420_2.0,53.7,50
G006561002000320_2.0,41,41
G002061003000710_2.0,48.7,48.7
G002261001000920_2.0,45.1,45.1
G421361001000510_4.0,45,45
G003061001001110_2.0,47.1,47.1
G000561003000420_4.0,50.9,50
G351161003000610_3.0,121.2,50
G351161003000710_3.0,17.1,17.1
G691161001000110_4.0,44.2,44.2
G691161001000210_4.0,358.7,50
G691161001000310_4.0,23.4,23.4
G691161001000410_4.0,62.1,50
G691161001000510_4.0,61.7,50
G351161003000620_4.0,41.6,41.6
G351161003000520_4.0,138.1,50
G065E61006000610_2.0,46.8,46.8
G065E61006000710_2.0,46.1,46.1
G065E61006000810_2.0,47.3,47.3
G065E61006000720_2.0,46.2,46.2
G065E61006000620_2.0,46.4,46.4
G701161001000410_2.0,41.7,41.7
G701161001000510_2.0,44.3,44.3
G701161001000610_2.0,42.4,42.4
G701161001000710_2.0,49.8,49.8
G701161001000510_4.0,45.4,45.4
G006561007000610_2.0,39.4,39.4
S002161001000220_4.0,45.5,45.5
S002161001000120_4.0,46.1,46.1
G002061003000620_4.0,43.5,43.5
G002061003000520_4.0,54.6,50
G002061003000420_4.0,53.9,50
G002061003000320_4.0,55.2,50
G002261001001110_3.0,51.1,50
G002061003000610_4.0,54.6,50
S002161001000110_4.0,46.2,46.2
S002161001000210_4.0,44,44
S002161001000310_4.0,45.3,45.3
S002161001000410_4.0,44.1,44.1
S002161001000510_4.0,44.6,44.6
G300161001001710_13.0,42.9,42.9
G004061001000310_13.0,45.6,45.6
G004061001000410_13.0,40,40
G004061001000510_13.0,39.5,39.5
G004061001000610_13.0,45.3,45.3
G004061001000710_13.0,44,44
G004061001000810_13.0,42.1,42.1
G006561001000310_12.0,45.5,45.5
G006561001000520_12.0,42,42
G006561001000420_12.0,45.4,45.4
G006561001000320_12.0,28.6,28.6
G006561001000220_12.0,46.1,46.1
G007061006001520_14.0,40.8,40.8
G003061006000610_14.0,35.7,35.7
G002061002000420_13.0,40,40
G002061002000320_13.0,20.2,20.2
G002061002000220_13.0,44.2,44.2
G002061002000120_13.0,44.7,44.7
G065E61001000920_13.0,22.4,22.4
G065E61001000820_13.0,21.5,21.5
G065E61001000720_13.0,44,44
G003061006000920_14.0,42.7,42.7
G701161001001520_14.0,35.3,35.3
G002061003000220_4.0,48.3,48.3
G002061003000120_4.0,51.8,50
G701161002001020_14.0,46.2,46.2
G002061002000520_3.0,48,48
G002061002000420_3.0,45.4,45.4
G002061002000320_3.0,41.4,41.4
G002061002000220_3.0,45.3,45.3
G002061002000120_3.0,46.5,46.5
G003061005000210_13.0,26,26
G000561005000620_16.0,47,47
G000561005000520_16.0,46.3,46.3
G000561005000420_16.0,48.3,48.3
G000561005000320_16.0,46.4,46.4
G000561005000220_16.0,43.7,43.7
G300161001001510_12.0,42.6,42.6
S003261001000410_13.0,44.3,44.3
S001561001000420_13.0,38.9,38.9
S001561001000320_13.0,42.9,42.9
G000561001001210_11.0,38.2,38.2
G000561002000210_11.0,42.4,42.4
G351161002000320_12.0,418.3,50
G351161002000220_12.0,13.7,13.7
G006561001000520_13.0,43.1,43.1
G006561001000420_13.0,45.6,45.6
G006561001000320_13.0,29.4,29.4
G006561001000220_13.0,46.5,46.5
G351161001000210_12.0,38.7,38.7
G351161001000310_12.0,27.2,27.2
G351161001000410_12.0,39.4,39.4
G181261003000120_14.0,43.1,43.1
G006961001000820_13.0,41.3,41.3
G351161001000420_13.0,37.2,37.2
G181261003000120_13.0,45.4,45.4
G300161001001310_13.0,42.4,42.4
G300161001001510_13.0,41.4,41.4
G701161001000620_2.0,49.5,49.5
G701161001000520_2.0,43.6,43.6
G701161001000420_2.0,45.2,45.2
G701161001000320_2.0,28.4,28.4
G003061004000110_13.0,39.2,39.2
G003061005000110_13.0,42.4,42.4
G008561001000310_16.0,45.5,45.5
G008561003000420_23.0,41.4,41.4
G002261001001010_14.0,31.9,31.9
G003061001001420_13.0,20.6,20.6
G000561004000220_14.0,20.3,20.3
G000561004000120_14.0,29.8,29.8
S002161001000520_13.0,13.3,13.3
G007061001000520_13.0,38,38
G007061001000320_13.0,37,37
S000161001000210_12.0,38.5,38.5
S000161001000310_12.0,28.3,28.3
S000161001000410_12.0,40.7,40.7
S000161001000220_12.0,28.2,28.2
G300161001000910_15.0,37.6,37.6
G300161001001110_15.0,39.5,39.5
G300161001001510_15.0,41.4,41.4
G002261001000610_12.0,44.9,44.9
G002261001000710_12.0,45,45
G008561001000410_3.0,50.6,50
G008561001000510_3.0,52.5,50
G691161001000410_14.0,45.3,45.3
G065E61001000620_14.0,43.6,43.6
G065E61001000520_14.0,39.2,39.2
G008561001000520_13.0,46.7,46.7
G351161001000210_13.0,34.2,34.2
G351161001000310_13.0,23.7,23.7
G000561004000210_14.0,23.1,23.1
G000561004000310_14.0,17.8,17.8
G008561002000110_15.0,45.4,45.4
G000561001001210_3.0,37.4,37.4
G000561002000210_3.0,42.9,42.9
G006561009000710_23.0,17.3,17.3
G006561001000120_13.0,52.8,50
G351161003000620_13.0,34.3,34.3
G000561002000210_12.0,41.9,41.9
G007061003000320_22.0,66.1,50
G007061003000220_22.0,42.6,42.6
G007061003000120_22.0,33.3,33.3
G000561003000410_12.0,42.3,42.3
G181261003000510_23.0,36.2,36.2
S003061001000720_13.0,39.6,39.6
G000561005000920_2.0,41.5,41.5
G065E61005000620_13.0,33.9,33.9
G065E61005000520_13.0,57.3,50
G065E61005000420_13.0,29.3,29.3
G003061003000520_23.0,38.2,38.2
G300161001001620_23.0,40.7,40.7
G221161002000210_2.0,49.3,49.3
G221161002000310_2.0,49.6,49.6
G003061003000310_23.0,30.1,30.1
G003061003000810_23.0,38.1,38.1
G351161002000720_13.0,43.2,43.2
G002261001000310_13.0,39.5,39.5
S001461001000220_2.0,31.3,31.3
S001461001000120_2.0,64.1,50
G065E61001000820_2.0,44.9,44.9
G007061001000120_1.0,46.8,46.8
G006961001000810_2.0,42.2,42.2
G006961001000910_2.0,48.5,48.5
G421361001000520_23.0,36.8,36.8
G421361001000420_23.0,34.6,34.6
G003061001000320_2.0,51.5,50
G003061001000220_2.0,50.7,50
G002261001001110_14.0,40.9,40.9
G008561001000310_12.0,45.6,45.6
G421361001000510_23.0,41.6,41.6
G701161001000910_23.0,38.5,38.5
G003061005000120_21.0,31.3,31.3
G000561002000310_13.0,41.1,41.1
G000561002000410_13.0,41.9,41.9
G221161002000620_13.0,14.1,14.1
G006561002000320_23.0,26.1,26.1
G006561002000220_23.0,39.7,39.7
G006561002000120_23.0,43.2,43.2
G006561001000620_23.0,43,43
G181261003001020_23.0,54.6,50
G002061002000610_23.0,37.8,37.8
G006561003000110_23.0,29.2,29.2
G004061002001420_14.0,28.2,28.2
G000561005000510_11.0,45.9,45.9
G000561005000610_11.0,46.2,46.2
G221161001000420_2.0,48.3,48.3
G030N61001000720_24.0,18.4,18.4
G030N61001000620_24.0,45.3,45.3
G300161001001810_23.0,42.3,42.3
G008561001000310_15.0,45.2,45.2
G008561001000410_15.0,43.7,43.7
G008561001000510_15.0,43.8,43.8
G008561001000610_15.0,33.9,33.9
G008561001000710_15.0,44.9,44.9
G003061006000620_15.0,35.6,35.6
G000561001002310_15.0,23.3,23.3
G000561001000610_15.0,321.1,50
G000561001000710_15.0,40.3,40.3
G002061002000210_3.0,46.6,46.6
G002061002000310_3.0,285,50
G065E61004000620_13.0,42.6,42.6
G065E61004000520_13.0,41.1,41.1
G065E61004000420_13.0,38.8,38.8
G065E61004000320_13.0,42.4,42.4
G065E61004000220_13.0,40.6,40.6
G065E61004000120_13.0,43,43
G181261003000310_13.0,38.4,38.4
S001461001000220_21.0,38.1,38.1
G065E61003000110_14.0,13.6,13.6
G065E61003000210_14.0,39.5,39.5
G004061001000120_12.0,40.6,40.6
G701161002000710_13.0,37.1,37.1
G006561001000410_13.0,15.9,15.9
G006561001000510_13.0,46.4,46.4
G701161002000810_2.0,50.8,50
G701161002000910_2.0,49.8,49.8
G300161001000410_25.0,36.9,36.9
G300161001000510_25.0,31.3,31.3
G004061002001320_25.0,37.5,37.5
G004061002001220_25.0,42.7,42.7
G004061002001120_25.0,74.5,50
G007061002000820_25.0,41.1,41.1
G007061002000720_25.0,50.1,50
G007061002000620_25.0,31.8,31.8
G007061002000520_25.0,22.5,22.5
G007061002000420_25.0,38.7,38.7
G007061001000720_25.0,36.6,36.6
G007061001000620_25.0,22.1,22.1
S003061001000110_25.0,350.4,50
S003061001000210_25.0,51.5,50
G701161002000710_2.0,48.6,48.6
G701161002000920_23.0,50.3,50
G003061003001510_24.0,132.1,50
G300161001001710_14.0,42.7,42.7
S002861001000210_4.0,21.9,21.9
S002861001000410_4.0,173.5,50
G701161002001320_15.0,41.7,41.7
G701161002001220_15.0,36.9,36.9
G002061001000520_2.0,40.1,40.1
G002261001000920_13.0,40.7,40.7
G002261001000620_14.0,44.7,44.7
G002061002000110_13.0,42,42
S002761001000320_14.0,30.4,30.4
S002761001000220_14.0,171.6,50
G351161003000710_11.0,15.5,15.5
G351161002000210_13.0,9.6,9.6
G351161002000310_13.0,37.7,37.7
G351161002000410_13.0,450.1,50
G221161001000420_14.0,29.7,29.7
G004061001000120_11.0,39.7,39.7
G065E61003000310_14.0,37.2,37.2
G065E61003000410_14.0,45.1,45.1
S003261001000520_14.0,43.5,43.5
G065E61005000320_22.0,22,22
S002161001000520_15.0,18.9,18.9
S002161001000420_15.0,42.9,42.9
S002161001000320_15.0,38,38
S002161001000220_15.0,40.8,40.8
S002161001000120_15.0,45.3,45.3
G351161002000210_24.0,7.9,7.9
G351161002000310_24.0,33,33
S002861001000310_23.0,31,31
S002861001000410_23.0,164.7,50
G421361001000520_22.0,38.1,38.1
G003061003001020_23.0,60.7,50
G003061003000920_23.0,43.7,43.7
G003061003000820_23.0,34.4,34.4
G030N61001001420_23.0,28.4,28.4
G006561001000310_13.0,46.2,46.2
G065E61001000420_13.0,45.8,45.8
G691161001000510_12.0,46.5,46.5
G006561001000310_2.0,52.9,50
G000561001001210_2.0,38,38
G000561002000210_2.0,41.9,41.9
S003061001000320_13.0,32.9,32.9
S003061001000220_13.0,42.6,42.6
G003061003000910_23.0,32.7,32.7
G003061003001010_23.0,40.2,40.2
G003061003001110_23.0,40.3,40.3
G003061003001210_23.0,41,41
G003061003001310_23.0,41.6,41.6
G003061003001420_23.0,61,50
S002861001000420_11.0,42.5,42.5
G000561003000320_12.0,41.2,41.2
G000561003000120_12.0,41.4,41.4
G002261001000510_12.0,43.4,43.4
G030N61001001220_23.0,42.4,42.4
G030N61001001120_23.0,35.5,35.5
G030N61001001020_23.0,34,34
G030N61001000920_23.0,40.7,40.7
G030N61001000820_23.0,38.2,38.2
G065W61003000510_23.0,15.5,15.5
G065W61003000610_23.0,42.9,42.9
G006961001001920_11.0,40.1,40.1
G002061002000420_4.0,45,45
G002061002000320_4.0,30.1,30.1
G002061002000220_4.0,45.2,45.2
G002061002000120_4.0,46.4,46.4
G300161001001320_24.0,42.7,42.7
G300161001001220_24.0,40.3,40.3
G300161001001120_24.0,40.4,40.4
G300161001000920_24.0,36.5,36.5
G300161001000820_24.0,38.5,38.5
G300161001000720_24.0,40.9,40.9
G007061003000320_24.0,64.9,50
G007061003000220_24.0,40.8,40.8
G007061002000820_24.0,37.7,37.7
G003061001001420_15.0,17.7,17.7
G065E61004000410_21.0,45.5,45.5
S001461001000110_21.0,14.5,14.5
S001461001000210_21.0,232.9,50
G006961001000920_15.0,43,43
G701161002000520_15.0,41.1,41.1
G701161002000420_15.0,40.8,40.8
G701161002000320_15.0,38.9,38.9
G701161002000220_15.0,44.4,44.4
S002761001000110_15.0,3.2,3.2
S002761001000210_15.0,44.6,44.6
S002761001000310_15.0,297.8,50
S002761001000510_15.0,25.4,25.4
G000561005000920_4.0,42.4,42.4
G002261001002420_12.0,46.7,46.7
G007061001000310_13.0,33.6,33.6
G007061001000510_13.0,41.9,41.9
G006961001000310_2.0,46.1,46.1
G006961001000410_2.0,50.4,50
G006961001000610_2.0,47.3,47.3
G006961001000710_2.0,45.2,45.2
G000561005000720_2.0,48.7,48.7
G006961002000220_13.0,24.2,24.2
G006961002000120_13.0,42.9,42.9
G181261001000320_13.0,39.4,39.4
G181261001000210_13.0,15.4,15.4
S002161001000310_24.0,42.7,42.7
S002161001000410_24.0,43.9,43.9
S002161001000510_24.0,43.1,43.1
G030N61001000410_24.0,38.1,38.1
G030N61001000510_24.0,33.4,33.4
G002261001000910_14.0,42.6,42.6
G002261001001010_13.0,38.7,38.7
G002261001001110_13.0,38.2,38.2
G002261001001020_13.0,43.1,43.1
G003061006000910_14.0,38.8,38.8
G003061004000110_14.0,39,39
G003061005000110_14.0,40.9,40.9
G002061002000520_23.0,42.4,42.4
G002061002000420_23.0,41.1,41.1
G002061002000320_23.0,24.5,24.5
G007061005000610_23.0,28.7,28.7
G007061005000710_23.0,26.3,26.3
G007061005000810_23.0,35.6,35.6
S003061001000620_14.0,44.1,44.1
S003061001000520_14.0,44.7,44.7
S003061001000120_14.0,41.4,41.4
G030N61001001210_23.0,37.7,37.7
G030N61001001310_23.0,40.9,40.9
G030N61001001410_23.0,43.1,43.1
S002861001000320_4.0,164.1,50
S002861001000220_4.0,29.2,29.2
S002861001000120_4.0,42.6,42.6
G003061002000220_23.0,39.2,39.2
G003061002000120_23.0,44.5,44.5
G065E61002000320_23.0,42.8,42.8
G065E61002000720_23.0,29.1,29.1
G300161001001720_23.0,36.7,36.7
G003061003000620_14.0,43.6,43.6
G003061001000820_22.0,34.8,34.8
G003061001000720_22.0,35,35
G006561006000110_23.0,41.1,41.1
G701161002000110_13.0,43,43
S002761001000110_13.0,2.9,2.9
S002761001000220_13.0,175.9,50
S002761001000120_13.0,8.2,8.2
G701161002000210_13.0,23,23
S001561001000210_13.0,23.4,23.4
G004061002000310_23.0,37.1,37.1
G004061002000410_23.0,36.5,36.5
G004061002000510_23.0,8.5,8.5
G004061002000710_23.0,36.2,36.2
G300161001001520_23.0,35.4,35.4
G300161001001320_23.0,39.6,39.6
G300161001001220_23.0,36.4,36.4
G300161001001120_23.0,37.7,37.7
G300161001000920_23.0,34.6,34.6
G002061002000510_23.0,35.4,35.4
G421361001000220_14.0,40.9,40.9
G002061001000310_22.0,33.5,33.5
G002061001000410_22.0,22.6,22.6
G002061001000510_22.0,34.5,34.5
G065E61004000210_22.0,41,41
G065E61004000310_22.0,41.7,41.7
G065E61004000410_22.0,37.5,37.5
G065E61001000710_25.0,49.5,49.5
G300161001001110_23.0,39.2,39.2
G300161001001210_23.0,39.2,39.2
G300161001001310_23.0,39.1,39.1
G300161001001510_23.0,38.6,38.6
G003061003000510_23.0,45,45
G003061003000610_23.0,37.8,37.8
S002861001000510_11.0,43,43
G351161003000620_14.0,37.3,37.3
G004061001000120_1.0,56.9,50
G006561013000620_2.0,40.4,40.4
G006561001000220_2.0,53,50
G008561002000510_12.0,42.5,42.5
G008561002000610_12.0,35,35
G008561002000420_11.0,47.2,47.2
G351161001000210_14.0,40.1,40.1
G300161001001510_4.0,49.9,49.9
G007061006001610_2.0,43.8,43.8
G002061001000310_24.0,29.9,29.9
G002061001000410_24.0,13.8,13.8
G002061001000520_14.0,40.7,40.7
G002061003000420_24.0,45.5,45.5
G002061003000320_24.0,47.2,47.2
G002061003000220_24.0,44.3,44.3
G002061003000120_24.0,43.2,43.2
G181261003000420_24.0,39.5,39.5
G181261003000320_24.0,47.1,47.1
G003061003000110_23.0,38.8,38.8
G007061001000120_12.0,38.9,38.9
G002061002000620_4.0,53.6,50
G002061002000520_4.0,48.9,48.9
G065E61005000410_22.0,45.7,45.7
G065E61005000510_22.0,14.9,14.9
G351161002000920_3.0,136.8,50
G351161002000820_3.0,12.9,12.9
S003061001000320_14.0,31.8,31.8
S003061001000220_14.0,43.9,43.9
G003061004000120_13.0,41.6,41.6
G003061006000920_13.0,41.3,41.3
G007061003000210_22.0,41.2,41.2
G007061003000310_22.0,43.1,43.1
G003061006000520_24.0,37.5,37.5
G003061004000120_14.0,42.8,42.8
G003061003001510_23.0,132.1,50
