id,speed_origin,speed
G008561002000110_11.0,44.5,44.5
G003061006000810_13.0,40.4,40.4
G003061006001010_13.0,39.7,39.7
G003061007000110_13.0,35.5,35.5
G003061007000210_13.0,39.8,39.8
G065E61001000910_14.0,37.8,37.8
G065E61004000110_14.0,20.6,20.6
G065E61004000210_14.0,41.2,41.2
G065E61004000310_14.0,41.2,41.2
G065E61004000410_14.0,38.1,38.1
S001461001000110_14.0,12,12
S001461001000210_14.0,215.8,50
S101561001000110_14.0,33.7,33.7
S101561001000210_14.0,45.1,45.1
S101561001000310_14.0,152.7,50
G221161001001810_14.0,32,32
G221161001000910_14.0,118.3,50
G221161001001010_14.0,42.4,42.4
G006561005000420_14.0,36.1,36.1
G007061002000110_12.0,38.2,38.2
G007061002000210_12.0,43.7,43.7
G701161002000810_12.0,45,45
G701161002000910_12.0,45.5,45.5
G007061003000320_12.0,65.8,50
G006561013000220_14.0,43.5,43.5
G701161001001220_14.0,61.2,50
G701161001001020_14.0,44,44
G701161001003220_14.0,46.8,46.8
G701161001000920_14.0,44.2,44.2
G701161001000820_14.0,40.8,40.8
G701161001000910_14.0,40.1,40.1
G701161001003210_14.0,102.4,50
G002261001001020_16.0,41.3,41.3
G701161002001210_14.0,41.4,41.4
G701161002001310_14.0,33.4,33.4
G003061007000220_16.0,20.5,20.5
G300161001000120_15.0,40.6,40.6
G300161001001920_15.0,39.9,39.9
G007061002000820_11.0,42.9,42.9
G003061003001510_11.0,98,50
G006961001001010_14.0,38.9,38.9
G006961001001110_14.0,9.6,9.6
G300161001001520_14.0,35.9,35.9
G300161001001320_14.0,43.1,43.1
G003061003000710_13.0,43,43
G030N61001001510_13.0,39,39
G003061003000420_13.0,18.8,18.8
G007061002000720_11.0,55.2,50
G007061002000620_11.0,35.7,35.7
G007061002000520_11.0,28.6,28.6
G007061002000420_11.0,41.5,41.5
G007061001000620_11.0,40.1,40.1
G003061001000920_16.0,48.2,48.2
G065W61003000120_14.0,38,38
G065W61002000820_14.0,41.5,41.5
G351161001000110_14.0,35.6,35.6
G065W61003000110_14.0,48.1,48.1
G065W61003000210_14.0,43.2,43.2
G065W61002000810_14.0,45.9,45.9
G003061003000720_12.0,41.4,41.4
G006961002000210_12.0,291.2,50
G701161002001410_11.0,41.9,41.9
G701161002001320_11.0,44,44
G701161002001220_11.0,39.4,39.4
G006561008000110_12.0,30.8,30.8
S003061001000210_16.0,43.4,43.4
S003061001000710_16.0,33.7,33.7
G701161001001120_16.0,16.5,16.5
G003061006000720_12.0,34.5,34.5
G008561001000720_12.0,35.7,35.7
G000561006000220_15.0,39.6,39.6
G000561006000120_15.0,36,36
G006561007000620_13.0,33.1,33.1
G006561007000520_13.0,32.2,32.2
G006561007000420_13.0,37.5,37.5
G006561007000320_13.0,43.1,43.1
G006561007000220_13.0,42.1,42.1
G006561007000120_13.0,38.7,38.7
G006561006000920_13.0,39.7,39.7
G006561006000820_13.0,36.1,36.1
G006961001001110_15.0,9.8,9.8
G300161001001720_15.0,39.2,39.2
G300161001001320_15.0,41.8,41.8
G006561009000110_15.0,30.9,30.9
G065W61001000120_12.0,54,50
G006561004000220_12.0,32.4,32.4
G006561004000120_12.0,44.2,44.2
G006561003000520_12.0,38.8,38.8
G006561003000420_12.0,44.7,44.7
G006561003000320_12.0,35.9,35.9
G006561003000220_12.0,46.9,46.9
G006561003000120_12.0,47.6,47.6
G003061003000510_15.0,46.1,46.1
G003061003000610_15.0,40.4,40.4
G003061003000710_15.0,41.4,41.4
G003061003000420_15.0,15.1,15.1
S101561001000310_16.0,143.4,50
G003061002000110_15.0,43.1,43.1
G003061002000210_15.0,40.9,40.9
G003061002000310_15.0,34.9,34.9
G003061002000410_15.0,3.5,3.5
G701161002000120_15.0,34.7,34.7
G701161001001820_15.0,30.7,30.7
G701161002000520_11.0,41.7,41.7
G701161002000420_11.0,43.4,43.4
G701161002000320_11.0,43.1,43.1
G701161002000410_11.0,44.1,44.1
G007061003000210_11.0,42.8,42.8
G007061003000310_11.0,45.1,45.1
G006561008000110_14.0,29.5,29.5
G004061001000820_11.0,43.6,43.6
G701161001000820_11.0,39.7,39.7
G701161001000720_11.0,36.4,36.4
G701161001000620_11.0,45.3,45.3
G701161001000520_11.0,37.4,37.4
G701161001000420_11.0,41.3,41.3
G006561006000720_13.0,34.1,34.1
G006561006000620_13.0,38,38
G006561006000520_13.0,41.7,41.7
G065W61003000220_14.0,37.3,37.3
G006561006000210_11.0,29.7,29.7
G006561006000120_11.0,58.3,50
G006561007000510_11.0,39.5,39.5
G006561007000610_11.0,38.6,38.6
S003061001000220_12.0,44.5,44.5
S003061001000120_12.0,41.7,41.7
G004061002000120_11.0,46.7,46.7
G004061001000720_11.0,43.2,43.2
G004061001000310_11.0,45.5,45.5
G004061001000410_11.0,39.2,39.2
G004061001000510_11.0,38.8,38.8
G004061001000610_11.0,46,46
G002061003000120_11.0,45,45
G221161002000110_12.0,23.2,23.2
G221161002000210_12.0,43.5,43.5
G221161002000310_12.0,45.5,45.5
S002161001000110_12.0,40,40
S002161001000210_12.0,40.2,40.2
S002161001000310_12.0,41,41
S002161001000410_12.0,33.3,33.3
S002161001000510_12.0,42.8,42.8
G221161002000620_12.0,19,19
G221161002000520_12.0,44.8,44.8
G221161002000220_12.0,44.8,44.8
G221161002000120_12.0,45.8,45.8
G007061003000220_12.0,40.8,40.8
G007061003000120_12.0,31.1,31.1
G221161001001020_11.0,38.6,38.6
G221161001000920_11.0,43.5,43.5
G000561004000210_11.0,29.2,29.2
G000561004000310_11.0,21.7,21.7
G000561004000510_11.0,40.1,40.1
G000561004000610_11.0,30.1,30.1
S000161001000220_11.0,36,36
S000161001000120_11.0,47.2,47.2
G003061003001510_13.0,89.3,50
G000561005000920_11.0,37.3,37.3
G007061003000220_11.0,41.7,41.7
G351161002000210_11.0,10.4,10.4
G030N61001001620_11.0,35,35
G030N61001001520_11.0,45.6,45.6
G007061001000720_12.0,35.4,35.4
G007061001000620_12.0,39.1,39.1
S003061001000110_12.0,275.8,50
G007061003000210_12.0,42.9,42.9
G007061003000310_12.0,43.3,43.3
G221161002000610_11.0,39.4,39.4
G002261001000920_14.0,40.8,40.8
G002261001000820_14.0,41.5,41.5
G006561006000620_14.0,38.4,38.4
G006561006000520_14.0,41.3,41.3
G006561006000420_14.0,40,40
G006561006000220_14.0,36.7,36.7
G007061006001320_13.0,32.8,32.8
G007061006001220_13.0,42.4,42.4
G007061005001120_13.0,44.1,44.1
G007061005001020_13.0,46.9,46.9
G007061005000920_13.0,44.6,44.6
G007061003000320_13.0,67.3,50
G007061003000220_13.0,13.8,13.8
G007061002000820_13.0,41.4,41.4
G007061002000720_13.0,53.7,50
G007061002000620_13.0,34.5,34.5
G007061002000520_13.0,27.9,27.9
G007061002000420_13.0,40.9,40.9
G007061002000320_13.0,43.7,43.7
G007061002000220_13.0,42.9,42.9
G007061002000120_13.0,44.8,44.8
G004061001000820_13.0,45.8,45.8
G004061001000720_13.0,43.2,43.2
G004061001000620_13.0,46.3,46.3
G004061001000520_13.0,46.3,46.3
G004061001000420_13.0,41.5,41.5
G004061001000320_13.0,40.7,40.7
G004061001000220_13.0,39.8,39.8
G002261001000210_11.0,41.6,41.6
G003061003001510_12.0,103.7,50
G003061003001420_13.0,69.4,50
G701161002000920_13.0,39.4,39.4
G008561001000710_11.0,45.2,45.2
G003061006000910_12.0,42.9,42.9
G003061004000110_12.0,40.1,40.1
G003061005000110_12.0,42.4,42.4
G701161002001010_12.0,42.5,42.5
G701161002001110_12.0,45.1,45.1
G000561006000310_11.0,35.8,35.8
S002861001000320_12.0,139.4,50
G000561002000410_11.0,44.5,44.5
G065E61005000720_12.0,42.6,42.6
G065E61005000620_12.0,38.5,38.5
G065E61005000520_12.0,58.5,50
G065E61005000320_12.0,18.4,18.4
G065E61005000220_12.0,186.6,50
G065E61005000120_12.0,38.3,38.3
G065E61006000820_12.0,16.9,16.9
G065E61006000610_12.0,41.8,41.8
G065E61006000710_12.0,40.9,40.9
G065E61006000810_12.0,40.8,40.8
G065E61005000110_12.0,43,43
G065E61005000210_12.0,42.6,42.6
G065E61005000510_12.0,16.5,16.5
G065E61005000610_12.0,43.9,43.9
G065E61003000210_11.0,37.3,37.3
G065E61003000310_11.0,35.8,35.8
G065E61003000410_11.0,42.5,42.5
G351161002000710_11.0,39.2,39.2
G006561013000310_11.0,35.7,35.7
G000561006000220_14.0,37.4,37.4
G000561006000120_14.0,38.7,38.7
G007061004000210_21.0,43.5,43.5
G007061004000310_21.0,43.6,43.6
G007061004000420_21.0,32,32
G007061004000120_21.0,7.6,7.6
G007061002000310_12.0,42.4,42.4
G701161002000710_11.0,40.2,40.2
G300161001000410_15.0,40.3,40.3
G065E61002000420_15.0,45.5,45.5
G065E61002000320_15.0,46.3,46.3
G065E61002000720_15.0,15,15
G003061006000620_21.0,44.6,44.6
G003061006000420_21.0,39.9,39.9
G003061003001620_21.0,43.7,43.7
G003061003001320_21.0,46.9,46.9
G003061003001220_21.0,46.7,46.7
G003061003001120_21.0,82.2,50
G003061003001020_21.0,64.9,50
G003061003000920_21.0,46.2,46.2
G003061003000820_21.0,42.4,42.4
G003061003000720_21.0,42,42
G003061003000620_21.0,45.2,45.2
G003061003000520_21.0,43.7,43.7
G065W61002000620_14.0,35.9,35.9
G351161002001020_14.0,38.3,38.3
G351161002000920_14.0,130.7,50
G351161002000820_14.0,27.2,27.2
G006561005000110_13.0,44.5,44.5
G006561005000210_13.0,43.7,43.7
G006561005000410_13.0,44.8,44.8
G065W61001000110_13.0,39,39
G065W61001000210_13.0,44.6,44.6
G065W61001000310_13.0,33,33
G065W61001000410_13.0,37.7,37.7
G065W61001000510_13.0,44.8,44.8
G065W61001000610_13.0,47.6,47.6
G065W61002000310_13.0,34.8,34.8
G065W61003000310_13.0,48.1,48.1
G065W61003000410_13.0,48.1,48.1
G065W61003000510_13.0,44.4,44.4
G065W61003000610_13.0,46.6,46.6
G065W61003001610_13.0,45.9,45.9
G008561001000220_11.0,43.6,43.6
S101561001000110_12.0,20.8,20.8
S101561001000210_12.0,42.4,42.4
S101561001000310_12.0,150.6,50
G221161001001810_12.0,32.7,32.7
G221161001000910_12.0,120.3,50
G221161001001010_12.0,43.3,43.3
G006561006000110_12.0,41.6,41.6
G002261001000720_11.0,40.5,40.5
G002261001000620_11.0,44.7,44.7
G002261001000520_11.0,45.2,45.2
G002261001002420_11.0,47.6,47.6
G000561001001120_11.0,44.4,44.4
G000561001001020_11.0,45.9,45.9
G000561001000920_11.0,46.6,46.6
G701161002000220_11.0,43.9,43.9
S000161001000310_11.0,37.8,37.8
G065E61001000810_11.0,46.2,46.2
G002061001000220_11.0,42.6,42.6
G221161001000510_12.0,35,35
G221161001000610_12.0,44.1,44.1
S001461001000110_11.0,12.4,12.4
G701161002000520_12.0,41.9,41.9
G701161002000420_12.0,42.6,42.6
G701161002000320_12.0,42.7,42.7
G701161002000220_12.0,44.1,44.1
G701161002000120_12.0,37.1,37.1
G701161001001820_12.0,31,31
G065W61002000520_11.0,46.1,46.1
G004061002000310_21.0,44.4,44.4
G004061002000410_21.0,44.4,44.4
G004061002000510_21.0,16.6,16.6
G004061002000710_21.0,42.2,42.2
G004061002000910_21.0,41.3,41.3
G004061002001010_21.0,43.6,43.6
G004061002001210_21.0,48.6,48.6
G004061002001310_21.0,44.6,44.6
G300161001000520_21.0,44.9,44.9
G300161001000510_21.0,33,33
G004061002001320_21.0,41.2,41.2
G004061002001220_21.0,47.5,47.5
G004061002001120_21.0,75.5,50
G007061002000820_21.0,43.6,43.6
G007061002000720_21.0,56.3,50
G007061002000620_21.0,36.5,36.5
G007061002000520_21.0,27.9,27.9
G007061002000420_21.0,42.6,42.6
G007061002000320_21.0,46.8,46.8
G007061002000220_21.0,46.5,46.5
G007061002000120_21.0,47.8,47.8
G004061001000820_21.0,46,46
G181261003000410_12.0,40.9,40.9
G065E61001000810_12.0,45,45
G065E61001000910_12.0,39,39
G065E61004000110_12.0,20.9,20.9
G701161002000610_12.0,43.7,43.7
G701161002000710_12.0,39.1,39.1
S003061001000620_16.0,43.8,43.8
S003061001000520_16.0,45,45
S003061001000320_16.0,27.3,27.3
S003061001000220_16.0,43.2,43.2
S003061001000120_16.0,40.7,40.7
G004061002000910_11.0,36.5,36.5
G065W61002000520_12.0,45.6,45.6
S002861001000310_14.0,32.3,32.3
G003061003000210_21.0,43.8,43.8
G003061003000310_21.0,43.7,43.7
G003061003000810_21.0,42.4,42.4
G003061003000910_21.0,37.9,37.9
G003061003001010_21.0,45.1,45.1
G003061003001110_21.0,45,45
G003061003001210_21.0,44.8,44.8
G003061003001310_21.0,45.7,45.7
G003061003001610_21.0,45.7,45.7
G003061003001710_21.0,41,41
G003061006000210_21.0,45,45
G003061006000310_21.0,43.3,43.3
G003061006000220_21.0,45.2,45.2
G003061006000120_21.0,46,46
G003061003001720_21.0,45.1,45.1
G003061003001420_21.0,76.1,50
G006561002000510_12.0,46.2,46.2
S003061001000310_11.0,45.5,45.5
G006561007000510_14.0,37.1,37.1
G006561007000610_14.0,37,37
G006561008000410_14.0,32,32
G300161001000810_14.0,42.2,42.2
G006561009000110_14.0,31,31
G006561014000110_12.0,47,47
G006561013000110_12.0,33.6,33.6
G006561013000210_12.0,39.7,39.7
G006561013000310_12.0,36.7,36.7
G006561013000510_12.0,40.3,40.3
G006561013000610_12.0,42.2,42.2
G006561013000710_12.0,36.8,36.8
G221161001001020_12.0,38,38
G221161001000920_12.0,43.6,43.6
G221161001001820_12.0,134,50
G221161001000820_12.0,18,18
S002861001000220_1.0,21.8,21.8
G221161001001820_11.0,132.9,50
G221161001000820_11.0,18.4,18.4
G221161001000720_11.0,35.3,35.3
G006561013000510_11.0,39.6,39.6
G065E61001000610_14.0,41.4,41.4
G065E61001000710_14.0,45.6,45.6
G065E61001000810_14.0,43.7,43.7
G421361001000520_12.0,37.8,37.8
G421361001000420_12.0,39,39
G421361001000510_12.0,43.2,43.2
G004061002000520_13.0,34.5,34.5
G004061002000420_13.0,16.2,16.2
G004061002000320_13.0,45.4,45.4
G004061002000410_13.0,43.4,43.4
G004061002000510_13.0,16.7,16.7
G004061002000710_13.0,38.8,38.8
G003061001001120_14.0,31.7,31.7
G003061001001020_14.0,41.2,41.2
G065W61003000310_14.0,48.1,48.1
G351161002001110_11.0,25,25
G006561003000210_11.0,37.8,37.8
G006561003000310_11.0,37.1,37.1
S003261001000410_11.0,46.9,46.9
G221161002000620_16.0,14.3,14.3
G221161002000520_16.0,42.9,42.9
G006561002000520_12.0,45.7,45.7
G006561002000420_12.0,47.6,47.6
G300161001001310_11.0,43.7,43.7
S000161001000420_11.0,25.9,25.9
S000161001000320_11.0,50.7,50
S003061001000210_11.0,44.5,44.5
S003061001000510_11.0,40.9,40.9
S003061001000610_11.0,49.5,49.5
S003061001000710_11.0,41.1,41.1
S003061001000620_11.0,45.3,45.3
S003061001000520_11.0,46.4,46.4
S003061001000320_11.0,40.8,40.8
S003061001000220_11.0,45.7,45.7
S003061001000120_11.0,42.8,42.8
G004061002001320_13.0,38,38
G003061003000110_15.0,42.3,42.3
G003061003000210_15.0,43.8,43.8
G003061003000310_15.0,17.8,17.8
G003061003001510_15.0,141.1,50
G065W61002000410_3.0,52.8,50
G065W61002000510_3.0,52.1,50
G351161002001020_3.0,41.1,41.1
G065E61005000510_3.0,19.1,19.1
G065E61005000610_3.0,48,48
G065E61005000710_3.0,27,27
G004061002001320_14.0,39.4,39.4
G004061002001020_14.0,43.9,43.9
G004061002000920_14.0,45.4,45.4
G004061002000720_14.0,34,34
G004061002000520_14.0,36.9,36.9
G004061002000420_14.0,23.4,23.4
G004061002000320_14.0,46.5,46.5
G004061002000220_14.0,43.9,43.9
G004061002000120_14.0,49.3,49.3
G004061001000820_14.0,47.7,47.7
G004061001000720_14.0,44,44
G004061001000620_14.0,46.7,46.7
G004061001000520_14.0,45.6,45.6
G004061001000420_14.0,41.1,41.1
G030N61001001520_15.0,40.9,40.9
G007061002000420_14.0,40.9,40.9
G007061002000320_14.0,43.1,43.1
G007061002000220_14.0,42.1,42.1
G007061002000120_14.0,44.4,44.4
G007061002000110_14.0,34.9,34.9
G007061002000210_14.0,42.9,42.9
G007061002000310_14.0,41.8,41.8
G007061002000410_14.0,45.2,45.2
G007061002000510_14.0,43.2,43.2
G007061002000610_14.0,31.7,31.7
G007061002000710_14.0,37.5,37.5
G007061002000810_14.0,55.7,50
G007061003000210_14.0,41.7,41.7
G007061003000310_14.0,40.1,40.1
G008561001000510_11.0,46.2,46.2
G004061001000310_14.0,46.3,46.3
G004061001000410_14.0,38.5,38.5
G004061001000510_14.0,38.3,38.3
G004061001000610_14.0,45.7,45.7
G004061001000710_14.0,44.3,44.3
G004061001000810_14.0,42.1,42.1
G004061002000110_14.0,42.1,42.1
G004061002000210_14.0,40.7,40.7
G004061002000310_14.0,42.9,42.9
G004061002000910_14.0,33.4,33.4
G004061002001010_14.0,42.4,42.4
G004061002001210_14.0,47.4,47.4
G004061002001310_14.0,43.5,43.5
G300161001001210_15.0,40.3,40.3
G065W61002000720_14.0,38.4,38.4
G065W61002000420_14.0,37,37
G065W61002000320_14.0,36.2,36.2
G065W61002000220_14.0,42.1,42.1
G065W61002000120_14.0,42.7,42.7
G221161002000110_14.0,23,23
G221161002000210_14.0,42.6,42.6
G221161002000310_14.0,44.5,44.5
G006561005000220_14.0,44.6,44.6
G030N61001001610_13.0,45.8,45.8
G007061003000320_15.0,60.9,50
G007061003000220_15.0,14.2,14.2
G007061002000820_15.0,41.6,41.6
G007061002000720_15.0,53,50
G007061002000620_15.0,33.4,33.4
G007061002000520_15.0,27,27
G007061002000420_15.0,41.1,41.1
G007061002000320_15.0,43.2,43.2
G007061002000220_15.0,41.6,41.6
G007061002000120_15.0,44.1,44.1
G004061001000820_15.0,47.7,47.7
G007061002000110_15.0,27.3,27.3
G007061002000210_15.0,40.8,40.8
G007061002000310_15.0,39.8,39.8
G007061002000410_15.0,43.5,43.5
G007061002000510_15.0,40.4,40.4
G007061002000610_15.0,32.4,32.4
G007061002000710_15.0,36.9,36.9
G007061002000810_15.0,54.6,50
G007061003000210_15.0,40.8,40.8
G007061003000310_15.0,36,36
G300161001000710_15.0,35.2,35.2
G300161001000810_15.0,40.9,40.9
G030N61001001610_14.0,43.6,43.6
G065W61003001610_15.0,43.5,43.5
G030N61001000710_15.0,45.1,45.1
G065W61003000510_15.0,29.1,29.1
G065W61003000610_15.0,44.1,44.1
G065W61003000710_15.0,43.9,43.9
G300161001000510_15.0,30.6,30.6
G300161001000610_15.0,38.1,38.1
G030N61001001520_14.0,41.2,41.2
G181261003000410_15.0,39.1,39.1
G181261003000710_15.0,42.1,42.1
G181261003000810_15.0,41.8,41.8
G181261003000910_15.0,43.2,43.2
G065E61001000210_15.0,34.2,34.2
S003261001000210_15.0,35.2,35.2
G065E61001000320_15.0,39.7,39.7
G065E61001000220_15.0,45.3,45.3
G181261003001010_15.0,31.2,31.2
G006561001000610_15.0,35.5,35.5
G006561002000110_15.0,41.6,41.6
G006561002000210_15.0,45.1,45.1
G006561002000310_15.0,45.1,45.1
G006561002000410_15.0,36.6,36.6
G006561002000510_15.0,44.6,44.6
G006561003000110_15.0,40.6,40.6
G006561003000210_15.0,36.7,36.7
G006561003000310_15.0,34.3,34.3
G006561003000410_15.0,20.2,20.2
G006561003000510_15.0,37.7,37.7
G006561004000110_15.0,40.8,40.8
G006561004000210_15.0,41.7,41.7
G006561004000310_15.0,30.6,30.6
G006561004000410_15.0,43.9,43.9
G006561005000110_15.0,44,44
G006561005000210_15.0,43.3,43.3
G006561005000510_15.0,32.6,32.6
G065W61003000720_13.0,62.4,50
G065W61003001620_13.0,44.2,44.2
G351161002001020_13.0,37.5,37.5
G004061002001320_15.0,36.3,36.3
G691161001000420_1.0,88,50
S002861001000320_14.0,143.1,50
G008561002000110_14.0,45.2,45.2
G004061001000710_2.0,49.3,49.3
G004061001000810_2.0,47,47
G004061002000110_2.0,49.7,49.7
G004061002000210_2.0,50.3,50
G004061002000310_2.0,49.2,49.2
G004061002000410_2.0,46,46
G004061002000510_2.0,52.5,50
G004061002000710_2.0,47.2,47.2
G065E61003000420_2.0,43.2,43.2
G065E61003000320_2.0,43.3,43.3
G065E61003000220_2.0,47.1,47.1
G065E61003000120_2.0,49.3,49.3
G003061001000810_2.0,51.2,50
G030N61001000110_2.0,37.5,37.5
G030N61001000210_2.0,49.7,49.7
G030N61001000410_2.0,48.6,48.6
G030N61001000510_2.0,38.9,38.9
G030N61001000610_2.0,51.2,50
G030N61001000710_2.0,50.6,50
G030N61001000810_2.0,45.8,45.8
G030N61001000910_2.0,50.8,50
G030N61001001010_2.0,50.1,50
G006961001000920_2.0,49.4,49.4
G004061001000710_4.0,50.6,50
G004061001000810_4.0,48.9,48.9
G004061002000110_4.0,48.7,48.7
G004061002000210_4.0,51,50
G004061002000310_4.0,48.8,48.8
G004061002000410_4.0,46.1,46.1
G004061002000510_4.0,50.9,50
G004061002000710_4.0,45.6,45.6
G065E61003000420_4.0,47.6,47.6
G065E61003000320_4.0,45.7,45.7
G065E61003000220_4.0,48.2,48.2
G065E61003000120_4.0,50.8,50
G003061001000810_4.0,52.3,50
G030N61001000110_4.0,38,38
G030N61001000210_4.0,53.4,50
G030N61001000410_4.0,51.4,50
G030N61001000510_4.0,50.6,50
G030N61001000610_4.0,52.6,50
G030N61001000710_4.0,52.8,50
G030N61001000810_4.0,47.7,47.7
G030N61001000910_4.0,51.2,50
G030N61001001010_4.0,49.8,49.8
G006961001000920_4.0,52.2,50
G006561007000620_14.0,33.6,33.6
G006561007000520_14.0,34.5,34.5
G006561007000120_14.0,38.8,38.8
G006561006000920_14.0,40.3,40.3
G701161002000310_11.0,41.5,41.5
S002761001000320_11.0,31.1,31.1
S002761001000220_11.0,174.5,50
S002761001000120_11.0,8.5,8.5
G006961002000220_16.0,24.9,24.9
G030N61001000610_15.0,44.9,44.9
G006961001001010_15.0,24.4,24.4
S002861001000320_11.0,151.3,50
G004061002001220_13.0,45.7,45.7
G004061002000720_13.0,30.6,30.6
G004061002000220_13.0,42.6,42.6
G004061002000120_13.0,47.4,47.4
G004061002000110_13.0,41.2,41.2
G004061002000210_13.0,39.5,39.5
G004061002000310_13.0,42.2,42.2
G004061002001310_13.0,44,44
G701161001001710_14.0,46.7,46.7
G701161001001810_14.0,35.9,35.9
G701161002000310_14.0,39,39
G701161002000410_14.0,41.5,41.5
G701161002000510_14.0,44.6,44.6
G701161002000610_14.0,44.7,44.7
G030N61001000620_15.0,45.4,45.4
G030N61001000520_15.0,42.7,42.7
G300161001000910_11.0,41.4,41.4
G003061003000620_12.0,42.1,42.1
G003061001001210_15.0,40.8,40.8
G003061001001310_15.0,44.4,44.4
G300161001001310_15.0,40.9,40.9
G065W61003000720_15.0,63.6,50
G065W61003001620_15.0,41.9,41.9
G701161002000620_14.0,41.6,41.6
G701161002000520_14.0,42,42
G701161002000420_14.0,42.4,42.4
G701161002000320_14.0,40.7,40.7
G701161002000220_14.0,44.1,44.1
G421361001000420_16.0,38,38
G006961001000920_13.0,41.7,41.7
G065W61003000710_13.0,46.9,46.9
G300161001000420_15.0,31.5,31.5
G300161001000220_15.0,40.3,40.3
G008561001000410_11.0,43.6,43.6
G007061006001510_14.0,36.9,36.9
G003061006000410_14.0,42.1,42.1
G701161002000920_14.0,46.4,46.4
G701161002000820_14.0,43.1,43.1
G701161002000720_14.0,45,45
G006961001000120_14.0,44.6,44.6
G351161003000510_12.0,35.8,35.8
G351161003000610_12.0,101.5,50
G351161003000710_12.0,15.9,15.9
G691161001000510_1.0,57,50
G002261001001210_1.0,55.8,50
G300161001001710_12.0,42.9,42.9
G008561002000210_11.0,46.4,46.4
G000561005000910_11.0,37.9,37.9
G000561006000110_11.0,35.1,35.1
G000561006000210_11.0,39.7,39.7
G221161002000520_11.0,46.4,46.4
G006561011000320_1.0,51.6,50
S001561001000410_3.0,47.3,47.3
S003261001000510_3.0,47.1,47.1
S003261001000610_3.0,50.5,50
G065E61001000710_3.0,54.8,50
G065E61001000810_3.0,50.4,50
G065E61004000210_3.0,44.9,44.9
G065E61004000310_3.0,43.4,43.4
G065E61004000410_3.0,44,44
G065E61004000510_3.0,46.1,46.1
G065E61004000610_3.0,43.4,43.4
G065E61004000710_3.0,48.2,48.2
G065E61004000810_3.0,46.1,46.1
G221161001000510_3.0,40.6,40.6
G221161001000610_3.0,50,50
G065E61006000110_3.0,44.4,44.4
G065E61006000210_3.0,45,45
G065E61006000310_3.0,47.9,47.9
G065E61006000410_3.0,49.3,49.3
G065E61006000510_3.0,47.7,47.7
G002261001000320_3.0,47.3,47.3
G002261001000220_3.0,50.9,50
G002261001000810_11.0,41.5,41.5
G065W61001000520_15.0,38.4,38.4
G065W61001000420_15.0,39.9,39.9
G065W61001000320_15.0,36.2,36.2
G065W61001000220_15.0,28.4,28.4
G065W61001000120_15.0,48.6,48.6
G006561003000220_15.0,46.1,46.1
G006561003000120_15.0,46.7,46.7
G006561002000520_15.0,42,42
G006561002000420_15.0,44.7,44.7
G006561002000320_15.0,35.3,35.3
G006561002000220_15.0,36.2,36.2
G181261003000920_15.0,41.1,41.1
G181261003000820_15.0,40,40
G181261003000720_15.0,35.5,35.5
G181261003000520_15.0,44.2,44.2
G181261003000420_15.0,18.1,18.1
G181261003000320_15.0,45.4,45.4
